pick_date,sid,strategy,top_features,generated_at
2026-05-08,6712,general,"[{""feature"": ""macd_dif"", ""value"": -2.1225456365037303, ""contribution"": -0.030263798821232823, ""contribution_pct"": 25.9, ""direction"": ""-""}, {""feature"": ""atr_normalized"", ""value"": 2.5548257330661155, ""contribution"": -0.018422743560080754, ""contribution_pct"": 15.7, ""direction"": ""-""}, {""feature"": ""holders_delta_w_zscore"", ""value"": 0.0, ""contribution"": -0.014211899649274004, ""contribution_pct"": 12.1, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6716,general,"[{""feature"": ""vol_ratio"", ""value"": 2.2460682346362058, ""contribution"": 0.05614423087263605, ""contribution_pct"": 25.0, ""direction"": ""+""}, {""feature"": ""atr_normalized"", ""value"": 6.008492159730995, ""contribution"": 0.0446956772638906, ""contribution_pct"": 19.9, ""direction"": ""+""}, {""feature"": ""bias_pct"", ""value"": 18.656809923568478, ""contribution"": 0.036985471236415636, ""contribution_pct"": 16.5, ""direction"": ""+""}]",2026-05-16T22:47:48+00:00
2026-05-08,6716,volume_breakout,"[{""feature"": ""atr_normalized"", ""value"": 6.008492159730995, ""contribution"": 0.05426289040337666, ""contribution_pct"": 31.7, ""direction"": ""+""}, {""feature"": ""bias_pct"", ""value"": 18.656809923568478, ""contribution"": -0.046572137142768935, ""contribution_pct"": 27.2, ""direction"": ""-""}, {""feature"": ""vol_ratio"", ""value"": 2.2460682346362058, ""contribution"": 0.02444654111112029, ""contribution_pct"": 14.3, ""direction"": ""+""}]",2026-05-16T22:47:48+00:00
2026-05-08,6720,bb_lower_rebound,"[{""feature"": ""kd_d"", ""value"": 59.73476453536993, ""contribution"": -0.049984417477336576, ""contribution_pct"": 37.9, ""direction"": ""-""}, {""feature"": ""macd_dif"", ""value"": -1.4039089164577945, ""contribution"": 0.033772591283492456, ""contribution_pct"": 25.6, ""direction"": ""+""}, {""feature"": ""atr_normalized"", ""value"": 3.4125117404095726, ""contribution"": 0.016840460515386343, ""contribution_pct"": 12.8, ""direction"": ""+""}]",2026-05-16T22:47:48+00:00
2026-05-08,6720,bias_convergence,"[{""feature"": ""macd_osc"", ""value"": -0.6300969731556831, ""contribution"": 0.0965130427925259, ""contribution_pct"": 37.5, ""direction"": ""+""}, {""feature"": ""macd_dif"", ""value"": -1.4039089164577945, ""contribution"": 0.04139972101488171, ""contribution_pct"": 16.1, ""direction"": ""+""}, {""feature"": ""atr_normalized"", ""value"": 3.4125117404095726, ""contribution"": 0.037294747792720774, ""contribution_pct"": 14.5, ""direction"": ""+""}]",2026-05-16T22:47:48+00:00
2026-05-08,6720,general,"[{""feature"": ""macd_dif"", ""value"": -1.4039089164577945, ""contribution"": -0.03125220368228716, ""contribution_pct"": 31.2, ""direction"": ""-""}, {""feature"": ""holders_delta_w_zscore"", ""value"": 0.0, ""contribution"": -0.015435109163932531, ""contribution_pct"": 15.4, ""direction"": ""-""}, {""feature"": ""holders_pct_change_4w"", ""value"": 0.0, ""contribution"": -0.011356991597086764, ""contribution_pct"": 11.4, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6727,general,"[{""feature"": ""atr_normalized"", ""value"": 7.315150641565084, ""contribution"": 0.03887789820319133, ""contribution_pct"": 21.6, ""direction"": ""+""}, {""feature"": ""bias_pct"", ""value"": 23.370662750137697, ""contribution"": 0.02811569657261412, ""contribution_pct"": 15.6, ""direction"": ""+""}, {""feature"": ""macd_dif"", ""value"": 36.08555187231127, ""contribution"": 0.027268649160192057, ""contribution_pct"": 15.1, ""direction"": ""+""}]",2026-05-16T22:47:48+00:00
2026-05-08,6730,bias_convergence,"[{""feature"": ""atr_normalized"", ""value"": 4.305609920288832, ""contribution"": 0.04302152505546021, ""contribution_pct"": 23.4, ""direction"": ""+""}, {""feature"": ""kd_k"", ""value"": 45.585773165327986, ""contribution"": -0.027119496808514, ""contribution_pct"": 14.8, ""direction"": ""-""}, {""feature"": ""macd_dif"", ""value"": 0.5826526255788309, ""contribution"": -0.023527215180745006, ""contribution_pct"": 12.8, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6751,bias_convergence,"[{""feature"": ""bb_position"", ""value"": 0.0, ""contribution"": -0.03930403056356702, ""contribution_pct"": 23.1, ""direction"": ""-""}, {""feature"": ""bias_pct"", ""value"": -2.884335243274739, ""contribution"": -0.03128530574456051, ""contribution_pct"": 18.4, ""direction"": ""-""}, {""feature"": ""macd_osc"", ""value"": 0.04143410534475045, ""contribution"": -0.027269127649759604, ""contribution_pct"": 16.0, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6752,bias_convergence,"[{""feature"": ""atr_normalized"", ""value"": 3.0120023264093785, ""contribution"": 0.0488910256028001, ""contribution_pct"": 24.8, ""direction"": ""+""}, {""feature"": ""macd_dif"", ""value"": -1.8429378262135998, ""contribution"": 0.041536197043672576, ""contribution_pct"": 21.0, ""direction"": ""+""}, {""feature"": ""vol_ratio"", ""value"": 1.1766367016519979, ""contribution"": -0.02390393874629572, ""contribution_pct"": 12.1, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6753,general,"[{""feature"": ""vol_ratio"", ""value"": 2.610364750878859, ""contribution"": 0.05787748174257676, ""contribution_pct"": 29.6, ""direction"": ""+""}, {""feature"": ""holders_pct_change_4w"", ""value"": 0.1223427706107971, ""contribution"": 0.04873762557720991, ""contribution_pct"": 24.9, ""direction"": ""+""}, {""feature"": ""atr_normalized"", ""value"": 4.49696378581395, ""contribution"": 0.016599103324772126, ""contribution_pct"": 8.5, ""direction"": ""+""}]",2026-05-16T22:47:48+00:00
2026-05-08,6754,bias_convergence,"[{""feature"": ""atr_normalized"", ""value"": 1.948381737015846, ""contribution"": -0.05783118014910599, ""contribution_pct"": 26.9, ""direction"": ""-""}, {""feature"": ""macd_osc"", ""value"": -0.4503755771097844, ""contribution"": 0.046320158874719554, ""contribution_pct"": 21.5, ""direction"": ""+""}, {""feature"": ""bb_position"", ""value"": 0.22651010827743362, ""contribution"": -0.025698484258567977, ""contribution_pct"": 12.0, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6757,general,"[{""feature"": ""vol_ratio"", ""value"": 2.5084324892101426, ""contribution"": 0.0744659224947793, ""contribution_pct"": 38.8, ""direction"": ""+""}, {""feature"": ""macd_dif"", ""value"": 0.10911864034510899, ""contribution"": -0.022618070721943124, ""contribution_pct"": 11.8, ""direction"": ""-""}, {""feature"": ""atr_normalized"", ""value"": 2.8530916961605923, ""contribution"": -0.02066389356433449, ""contribution_pct"": 10.8, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6757,volume_breakout,"[{""feature"": ""atr_normalized"", ""value"": 2.8530916961605923, ""contribution"": -0.04198359459345581, ""contribution_pct"": 26.8, ""direction"": ""-""}, {""feature"": ""bias_pct"", ""value"": 14.017102565384809, ""contribution"": 0.028920855006357615, ""contribution_pct"": 18.4, ""direction"": ""+""}, {""feature"": ""kd_k"", ""value"": 81.6224106105517, ""contribution"": 0.025965592243642744, ""contribution_pct"": 16.5, ""direction"": ""+""}]",2026-05-16T22:47:48+00:00
2026-05-08,6761,general,"[{""feature"": ""macd_dif"", ""value"": 9.160741725131516, ""contribution"": 0.03542490948024973, ""contribution_pct"": 27.4, ""direction"": ""+""}, {""feature"": ""atr_normalized"", ""value"": 6.807633177212175, ""contribution"": 0.029628022318638095, ""contribution_pct"": 22.9, ""direction"": ""+""}, {""feature"": ""holders_delta_w_zscore"", ""value"": 0.0, ""contribution"": -0.014198545789583001, ""contribution_pct"": 11.0, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6767,bias_convergence,"[{""feature"": ""atr_normalized"", ""value"": 1.1841529418492536, ""contribution"": -0.060253306809696004, ""contribution_pct"": 28.8, ""direction"": ""-""}, {""feature"": ""vol_ratio"", ""value"": 1.2280486307257767, ""contribution"": -0.03125665988208584, ""contribution_pct"": 14.9, ""direction"": ""-""}, {""feature"": ""macd_osc"", ""value"": -0.01642216353633691, ""contribution"": -0.029189866417044744, ""contribution_pct"": 13.9, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6768,general,"[{""feature"": ""macd_dif"", ""value"": -1.8676025268376577, ""contribution"": -0.0271952907635309, ""contribution_pct"": 22.4, ""direction"": ""-""}, {""feature"": ""macd_osc"", ""value"": 2.2315385611207086, ""contribution"": -0.017129214091479106, ""contribution_pct"": 14.1, ""direction"": ""-""}, {""feature"": ""holders_delta_w_zscore"", ""value"": 0.0, ""contribution"": -0.014988247512213757, ""contribution_pct"": 12.4, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6771,bias_convergence,"[{""feature"": ""atr_normalized"", ""value"": 1.6285284868924146, ""contribution"": -0.04083677560444029, ""contribution_pct"": 24.0, ""direction"": ""-""}, {""feature"": ""macd_dif"", ""value"": -0.05454630968556984, ""contribution"": -0.028863246358809148, ""contribution_pct"": 17.0, ""direction"": ""-""}, {""feature"": ""bb_position"", ""value"": 0.13894573397108786, ""contribution"": -0.026219623733987386, ""contribution_pct"": 15.4, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6776,bias_convergence,"[{""feature"": ""macd_dif"", ""value"": -0.5857312404181414, ""contribution"": 0.019782475546784032, ""contribution_pct"": 25.1, ""direction"": ""+""}, {""feature"": ""vol_ratio"", ""value"": 1.0650196952745503, ""contribution"": -0.01574981502427827, ""contribution_pct"": 20.0, ""direction"": ""-""}, {""feature"": ""atr_normalized"", ""value"": 3.275655136170242, ""contribution"": 0.012980824407682395, ""contribution_pct"": 16.5, ""direction"": ""+""}]",2026-05-16T22:47:48+00:00
2026-05-08,6781,general,"[{""feature"": ""atr_normalized"", ""value"": 5.712497640410479, ""contribution"": 0.04355903706423693, ""contribution_pct"": 30.7, ""direction"": ""+""}, {""feature"": ""holders_delta_w_zscore"", ""value"": 0.0, ""contribution"": -0.01666347126830971, ""contribution_pct"": 11.7, ""direction"": ""-""}, {""feature"": ""holders_pct_change_4w"", ""value"": 0.0, ""contribution"": -0.015012572980457653, ""contribution_pct"": 10.6, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6789,general,"[{""feature"": ""atr_normalized"", ""value"": 5.87987451440602, ""contribution"": 0.05346921964843526, ""contribution_pct"": 24.0, ""direction"": ""+""}, {""feature"": ""bias_pct"", ""value"": 22.411693057247252, ""contribution"": 0.04562567294293044, ""contribution_pct"": 20.5, ""direction"": ""+""}, {""feature"": ""macd_dif"", ""value"": 63.15779504902582, ""contribution"": 0.02612845461400921, ""contribution_pct"": 11.7, ""direction"": ""+""}]",2026-05-16T22:47:48+00:00
2026-05-08,6792,bias_convergence,"[{""feature"": ""macd_osc"", ""value"": -0.5989112125548276, ""contribution"": 0.08735379785515973, ""contribution_pct"": 43.2, ""direction"": ""+""}, {""feature"": ""atr_normalized"", ""value"": 3.370543349759732, ""contribution"": 0.029779280341336083, ""contribution_pct"": 14.7, ""direction"": ""+""}, {""feature"": ""bias_pct"", ""value"": -3.540799864141985, ""contribution"": -0.024989097238369132, ""contribution_pct"": 12.4, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6796,bias_convergence,"[{""feature"": ""atr_normalized"", ""value"": 3.12365985255811, ""contribution"": 0.04902608679187743, ""contribution_pct"": 26.8, ""direction"": ""+""}, {""feature"": ""macd_dif"", ""value"": -1.5692214879402684, ""contribution"": 0.03192372027570276, ""contribution_pct"": 17.4, ""direction"": ""+""}, {""feature"": ""bb_position"", ""value"": 0.27052915786199555, ""contribution"": -0.0255777713227203, ""contribution_pct"": 14.0, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6803,bias_convergence,"[{""feature"": ""kd_k"", ""value"": 68.07975495388413, ""contribution"": -0.04386748186648855, ""contribution_pct"": 31.6, ""direction"": ""-""}, {""feature"": ""macd_osc"", ""value"": 0.6481236285019705, ""contribution"": -0.030260125905667703, ""contribution_pct"": 21.8, ""direction"": ""-""}, {""feature"": ""kd_d"", ""value"": 63.09380192372979, ""contribution"": -0.021784502866242155, ""contribution_pct"": 15.7, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6804,bb_lower_rebound,"[{""feature"": ""bb_position"", ""value"": 0.26385983455805123, ""contribution"": -0.10407774645328553, ""contribution_pct"": 36.2, ""direction"": ""-""}, {""feature"": ""macd_dif"", ""value"": -0.39491078199752394, ""contribution"": 0.05163064702093439, ""contribution_pct"": 18.0, ""direction"": ""+""}, {""feature"": ""vol_ratio"", ""value"": 1.313288939017042, ""contribution"": -0.04579947231762376, ""contribution_pct"": 15.9, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6804,bias_convergence,"[{""feature"": ""bb_position"", ""value"": 0.26385983455805123, ""contribution"": -0.03422841243990843, ""contribution_pct"": 18.7, ""direction"": ""-""}, {""feature"": ""atr_normalized"", ""value"": 2.434799133671959, ""contribution"": -0.03353917251476684, ""contribution_pct"": 18.3, ""direction"": ""-""}, {""feature"": ""macd_dif"", ""value"": -0.39491078199752394, ""contribution"": -0.025771291956094924, ""contribution_pct"": 14.1, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6804,general,"[{""feature"": ""macd_dif"", ""value"": -0.39491078199752394, ""contribution"": -0.03694105828341617, ""contribution_pct"": 26.7, ""direction"": ""-""}, {""feature"": ""atr_normalized"", ""value"": 2.434799133671959, ""contribution"": -0.01998212404531516, ""contribution_pct"": 14.4, ""direction"": ""-""}, {""feature"": ""holders_delta_w_zscore"", ""value"": 0.0, ""contribution"": -0.014228642265918764, ""contribution_pct"": 10.3, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6805,general,"[{""feature"": ""holders_pct_change_4w"", ""value"": -0.35155891314337095, ""contribution"": 0.04315796425759321, ""contribution_pct"": 26.3, ""direction"": ""+""}, {""feature"": ""macd_dif"", ""value"": 43.252732906832534, ""contribution"": 0.0318591671844224, ""contribution_pct"": 19.4, ""direction"": ""+""}, {""feature"": ""atr_normalized"", ""value"": 6.9165847278597825, ""contribution"": 0.02932284588727725, ""contribution_pct"": 17.9, ""direction"": ""+""}]",2026-05-16T22:47:48+00:00
2026-05-08,6834,general,"[{""feature"": ""vol_ratio"", ""value"": 2.728441409832122, ""contribution"": 0.06507285472548652, ""contribution_pct"": 28.7, ""direction"": ""+""}, {""feature"": ""bias_pct"", ""value"": 27.11416490486257, ""contribution"": 0.03247179936887091, ""contribution_pct"": 14.3, ""direction"": ""+""}, {""feature"": ""atr_normalized"", ""value"": 4.9760075120237826, ""contribution"": 0.028952362047583592, ""contribution_pct"": 12.8, ""direction"": ""+""}]",2026-05-16T22:47:48+00:00
2026-05-08,6834,volume_breakout,"[{""feature"": ""kd_k"", ""value"": 87.37736799000378, ""contribution"": -0.06328664391653084, ""contribution_pct"": 28.9, ""direction"": ""-""}, {""feature"": ""bias_pct"", ""value"": 27.11416490486257, ""contribution"": -0.057537759951788385, ""contribution_pct"": 26.3, ""direction"": ""-""}, {""feature"": ""kd_d"", ""value"": 74.03280231198802, ""contribution"": -0.024102689022813515, ""contribution_pct"": 11.0, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6835,general,"[{""feature"": ""macd_dif"", ""value"": -0.16018574184591472, ""contribution"": -0.038974625392499206, ""contribution_pct"": 32.1, ""direction"": ""-""}, {""feature"": ""holders_delta_w_zscore"", ""value"": 0.0, ""contribution"": -0.015701327110228303, ""contribution_pct"": 12.9, ""direction"": ""-""}, {""feature"": ""bias_pct"", ""value"": -1.1073911923770274, ""contribution"": -0.014156378380453982, ""contribution_pct"": 11.7, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6846,general,"[{""feature"": ""macd_dif"", ""value"": -0.1232272305156954, ""contribution"": -0.037908923795858925, ""contribution_pct"": 29.1, ""direction"": ""-""}, {""feature"": ""holders_delta_w_zscore"", ""value"": 0.0, ""contribution"": -0.01562533897643355, ""contribution_pct"": 12.0, ""direction"": ""-""}, {""feature"": ""bias_pct"", ""value"": -1.5694908032100048, ""contribution"": -0.014699681222514069, ""contribution_pct"": 11.3, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6862,general,"[{""feature"": ""vol_ratio"", ""value"": 2.636715027238837, ""contribution"": 0.060597400280322754, ""contribution_pct"": 35.2, ""direction"": ""+""}, {""feature"": ""macd_dif"", ""value"": -1.8817167775476094, ""contribution"": -0.027112126589624443, ""contribution_pct"": 15.8, ""direction"": ""-""}, {""feature"": ""atr_normalized"", ""value"": 6.043403445111109, ""contribution"": 0.014652907031984658, ""contribution_pct"": 8.5, ""direction"": ""+""}]",2026-05-16T22:47:48+00:00
2026-05-08,6862,macd_golden,"[{""feature"": ""vol_ratio"", ""value"": 2.636715027238837, ""contribution"": -0.052024428088427256, ""contribution_pct"": 19.1, ""direction"": ""-""}, {""feature"": ""atr_normalized"", ""value"": 6.043403445111109, ""contribution"": 0.05037859487722217, ""contribution_pct"": 18.5, ""direction"": ""+""}, {""feature"": ""kd_k"", ""value"": 47.195354749337284, ""contribution"": 0.04836158734865005, ""contribution_pct"": 17.8, ""direction"": ""+""}]",2026-05-16T22:47:48+00:00
2026-05-08,6863,general,"[{""feature"": ""macd_dif"", ""value"": 1.7435969856144453, ""contribution"": -0.017504985713209728, ""contribution_pct"": 18.6, ""direction"": ""-""}, {""feature"": ""holders_delta_w_zscore"", ""value"": 0.0, ""contribution"": -0.01598830178158711, ""contribution_pct"": 17.0, ""direction"": ""-""}, {""feature"": ""macd_osc"", ""value"": 0.5282950125467587, ""contribution"": -0.011785922430525059, ""contribution_pct"": 12.5, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6870,general,"[{""feature"": ""macd_dif"", ""value"": -2.069161694127729, ""contribution"": -0.031537081141044046, ""contribution_pct"": 24.8, ""direction"": ""-""}, {""feature"": ""holders_delta_w_zscore"", ""value"": 0.0, ""contribution"": -0.015622734097134298, ""contribution_pct"": 12.3, ""direction"": ""-""}, {""feature"": ""macd_osc"", ""value"": 0.6090480510226843, ""contribution"": -0.01521729861806519, ""contribution_pct"": 12.0, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6870,macd_golden,"[{""feature"": ""atr_normalized"", ""value"": 3.924249777289864, ""contribution"": 0.04247884646850475, ""contribution_pct"": 26.6, ""direction"": ""+""}, {""feature"": ""macd_dif"", ""value"": -2.069161694127729, ""contribution"": -0.04147497550530185, ""contribution_pct"": 26.0, ""direction"": ""-""}, {""feature"": ""vol_ratio"", ""value"": 1.4039260378729697, ""contribution"": 0.024934648003352905, ""contribution_pct"": 15.6, ""direction"": ""+""}]",2026-05-16T22:47:48+00:00
2026-05-08,6874,general,"[{""feature"": ""vol_ratio"", ""value"": 2.3957544327506892, ""contribution"": 0.06350945638007532, ""contribution_pct"": 45.2, ""direction"": ""+""}, {""feature"": ""holders_delta_w_zscore"", ""value"": 0.0, ""contribution"": -0.014728672136567261, ""contribution_pct"": 10.5, ""direction"": ""-""}, {""feature"": ""macd_dif"", ""value"": 1.673949339981661, ""contribution"": -0.010200456701098917, ""contribution_pct"": 7.3, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6884,general,"[{""feature"": ""macd_dif"", ""value"": -0.03213949482641709, ""contribution"": -0.04000784402091293, ""contribution_pct"": 33.7, ""direction"": ""-""}, {""feature"": ""holders_delta_w_zscore"", ""value"": 0.0, ""contribution"": -0.014129208259356091, ""contribution_pct"": 11.9, ""direction"": ""-""}, {""feature"": ""macd_osc"", ""value"": -0.1317636384623716, ""contribution"": -0.011719010996855158, ""contribution_pct"": 9.9, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6885,bias_convergence,"[{""feature"": ""bias_pct"", ""value"": -4.53867462177712, ""contribution"": -0.06729599187890087, ""contribution_pct"": 32.3, ""direction"": ""-""}, {""feature"": ""bb_position"", ""value"": 0.027501260682290002, ""contribution"": -0.056488202210824824, ""contribution_pct"": 27.1, ""direction"": ""-""}, {""feature"": ""macd_osc"", ""value"": -0.019918865679538156, ""contribution"": -0.036834303006499855, ""contribution_pct"": 17.7, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6890,bias_convergence,"[{""feature"": ""macd_dif"", ""value"": -4.1226889807966245, ""contribution"": 0.07357240474914248, ""contribution_pct"": 29.8, ""direction"": ""+""}, {""feature"": ""atr_normalized"", ""value"": 5.1551721214444175, ""contribution"": 0.06885671608051896, ""contribution_pct"": 27.9, ""direction"": ""+""}, {""feature"": ""kd_d"", ""value"": 26.45013831812552, ""contribution"": 0.04055979836414405, ""contribution_pct"": 16.4, ""direction"": ""+""}]",2026-05-16T22:47:48+00:00
2026-05-08,6894,bias_convergence,"[{""feature"": ""vol_ratio"", ""value"": 1.2091509663422693, ""contribution"": -0.04777284225103903, ""contribution_pct"": 30.9, ""direction"": ""-""}, {""feature"": ""kd_k"", ""value"": 53.074306182737935, ""contribution"": -0.027779704148119044, ""contribution_pct"": 17.9, ""direction"": ""-""}, {""feature"": ""macd_osc"", ""value"": -4.243672226762415, ""contribution"": 0.026942826498982452, ""contribution_pct"": 17.4, ""direction"": ""+""}]",2026-05-16T22:47:48+00:00
2026-05-08,6894,general,"[{""feature"": ""atr_normalized"", ""value"": 6.010143065180925, ""contribution"": 0.03224224947410926, ""contribution_pct"": 30.3, ""direction"": ""+""}, {""feature"": ""holders_delta_w_zscore"", ""value"": 0.0, ""contribution"": -0.014493741042254147, ""contribution_pct"": 13.6, ""direction"": ""-""}, {""feature"": ""macd_dif"", ""value"": 2.2344409536316334, ""contribution"": -0.012274556857791996, ""contribution_pct"": 11.6, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6899,bias_convergence,"[{""feature"": ""atr_normalized"", ""value"": 4.420015704635888, ""contribution"": 0.07460628761105573, ""contribution_pct"": 35.1, ""direction"": ""+""}, {""feature"": ""macd_osc"", ""value"": -0.6021386188530204, ""contribution"": 0.07163303256499287, ""contribution_pct"": 33.7, ""direction"": ""+""}, {""feature"": ""vol_ratio"", ""value"": 1.2193749296514462, ""contribution"": -0.019431732498536507, ""contribution_pct"": 9.1, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6903,general,"[{""feature"": ""atr_normalized"", ""value"": 5.399987166154021, ""contribution"": 0.0381326219545804, ""contribution_pct"": 29.5, ""direction"": ""+""}, {""feature"": ""macd_dif"", ""value"": 25.27677341230259, ""contribution"": 0.023027129897742468, ""contribution_pct"": 17.8, ""direction"": ""+""}, {""feature"": ""holders_delta_w_zscore"", ""value"": 0.0, ""contribution"": -0.016196251493860923, ""contribution_pct"": 12.5, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6906,bb_lower_rebound,"[{""feature"": ""vol_ratio"", ""value"": 2.403723394119553, ""contribution"": 0.0671853133210696, ""contribution_pct"": 21.3, ""direction"": ""+""}, {""feature"": ""bb_position"", ""value"": 0.6980641646190109, ""contribution"": 0.06695196801911794, ""contribution_pct"": 21.2, ""direction"": ""+""}, {""feature"": ""kd_k"", ""value"": 39.927378653243515, ""contribution"": 0.05512546341769698, ""contribution_pct"": 17.5, ""direction"": ""+""}]",2026-05-16T22:47:48+00:00
2026-05-08,6906,general,"[{""feature"": ""vol_ratio"", ""value"": 2.403723394119553, ""contribution"": 0.06585492373488958, ""contribution_pct"": 38.0, ""direction"": ""+""}, {""feature"": ""macd_dif"", ""value"": -1.6112245474593152, ""contribution"": -0.02793175573664358, ""contribution_pct"": 16.1, ""direction"": ""-""}, {""feature"": ""macd_osc"", ""value"": 0.10623568958518081, ""contribution"": -0.017457987213453107, ""contribution_pct"": 10.1, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6906,macd_golden,"[{""feature"": ""atr_normalized"", ""value"": 3.9145192513746228, ""contribution"": 0.0458138659486903, ""contribution_pct"": 38.6, ""direction"": ""+""}, {""feature"": ""macd_dif"", ""value"": -1.6112245474593152, ""contribution"": -0.017765541190441533, ""contribution_pct"": 15.0, ""direction"": ""-""}, {""feature"": ""bias_pct"", ""value"": 3.209086058388603, ""contribution"": 0.016962097382979234, ""contribution_pct"": 14.3, ""direction"": ""+""}]",2026-05-16T22:47:48+00:00
2026-05-08,6909,bias_convergence,"[{""feature"": ""vol_ratio"", ""value"": 1.1740563764323706, ""contribution"": -0.05261116183554877, ""contribution_pct"": 30.6, ""direction"": ""-""}, {""feature"": ""macd_dif"", ""value"": 2.547169502871604, ""contribution"": -0.025598812085340587, ""contribution_pct"": 14.9, ""direction"": ""-""}, {""feature"": ""bias_pct"", ""value"": -2.6268503465388955, ""contribution"": -0.025596364248370553, ""contribution_pct"": 14.9, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6916,general,"[{""feature"": ""macd_dif"", ""value"": 0.15068334055651889, ""contribution"": -0.039545976013057364, ""contribution_pct"": 34.0, ""direction"": ""-""}, {""feature"": ""holders_delta_w_zscore"", ""value"": 0.0, ""contribution"": -0.013826076073220188, ""contribution_pct"": 11.9, ""direction"": ""-""}, {""feature"": ""holders_pct_change_4w"", ""value"": 0.0, ""contribution"": -0.012161390313594755, ""contribution_pct"": 10.5, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6919,general,"[{""feature"": ""macd_dif"", ""value"": -2.831954823445713, ""contribution"": -0.03355635226410321, ""contribution_pct"": 23.6, ""direction"": ""-""}, {""feature"": ""atr_normalized"", ""value"": 7.313039869471344, ""contribution"": 0.029372493244282316, ""contribution_pct"": 20.7, ""direction"": ""+""}, {""feature"": ""holders_delta_w_zscore"", ""value"": 0.0, ""contribution"": -0.015485493339389875, ""contribution_pct"": 10.9, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6951,general,"[{""feature"": ""macd_dif"", ""value"": 0.6253443103819194, ""contribution"": -0.030859616918980957, ""contribution_pct"": 27.2, ""direction"": ""-""}, {""feature"": ""macd_osc"", ""value"": 0.09024122403873758, ""contribution"": -0.020484581478525367, ""contribution_pct"": 18.0, ""direction"": ""-""}, {""feature"": ""holders_delta_w_zscore"", ""value"": 0.0, ""contribution"": -0.014961112075297522, ""contribution_pct"": 13.2, ""direction"": ""-""}]",2026-05-16T22:47:48+00:00
2026-05-08,6952,bias_convergence,"[{""feature"": ""macd_dif"", ""value"": -0.6760980721601726, ""contribution"": 0.07047686190145297, ""contribution_pct"": 38.6, ""direction"": ""+""}, {""feature"": ""atr_normalized"", ""value"": 2.8033288880947573, ""contribution"": 0.03639092253425442, ""contribution_pct"": 19.9, ""direction"": ""+""}, {""feature"": ""bias_pct"", ""value"": -2.9151315364229795, ""contribution"": -0.026656195916110133, ""contribution_pct"": 14.6, ""direction"": ""-""}]",2026-05-16T22:47:49+00:00
2026-05-08,6957,bias_convergence,"[{""feature"": ""kd_d"", ""value"": 51.660546550058285, ""contribution"": -0.03679986408559709, ""contribution_pct"": 25.3, ""direction"": ""-""}, {""feature"": ""atr_normalized"", ""value"": 3.02773839931036, ""contribution"": 0.03039094663050226, ""contribution_pct"": 20.9, ""direction"": ""+""}, {""feature"": ""macd_osc"", ""value"": 0.9234006143797235, ""contribution"": -0.025600194762187414, ""contribution_pct"": 17.6, ""direction"": ""-""}]",2026-05-16T22:47:49+00:00
